Name,Q_P_C_Stare_rate,H_o_h_h_t_p,H_o_h_h_p_f_s,H_p_w_a,H_o_p_b_g_bed,H_o_p_b_bathing,H_o_p_breath,H_o_p_drugs_c,H_o_p_a_hosp,H_o_p_r_u_h_care_ER,C_s_i,H_o_p_r_action,P_r_e,A_l_Term,DTC_num,DTC_dem,DTC_Rate,DTC_Standard_Rate,DTC_Standard_Rate_limit_l,DTC_Standard_Rate_limit_u,PPR_num,PPR_dem,PPR_Rate,PPR_Standard_Rate,PPR_Standard_Rate_limit_l,PPR_Standard_Rate_limit_u,PPH_num,PPH_dem,PPH_Rate,PPH_Standard_Rate,PPH_Standard_Rate_limit_l,PPH_Standard_Rate_limit_u,medical_spends,Nr_of_episods
2836,3.0,99.1,71.5,76.7,87.8,72.9,75.7,66.9,10.3,17.0,0.4,95.9,0.9,98.6,760.0,929.0,81.81,84.76,82.42,86.99,10.0,385.0,2.6,3.48,2.55,4.82,30.0,396.0,7.58,9.06,6.85,12.05,0.89,1292.0
2837,4.5,100.0,89.6,90.2,90.3,87.7,89.4,87.6,12.3,15.4,0.4,95.0,1.5,99.5,928.0,1187.0,78.18,84.93,82.1,87.55,16.0,567.0,2.82,3.44,2.57,4.61,48.0,682.0,7.04,6.93,5.47,8.72,1.01,2083.0
2838,4.0,99.4,75.7,88.5,94.8,85.0,85.6,76.9,13.8,18.4,0.0,99.1,1.2,97.3,230.0,289.0,79.58,84.51,80.11,88.71,4.0,137.0,2.92,3.68,2.57,5.16,11.0,153.0,7.19,8.83,5.8,13.25,0.89,363.0
2839,2.5,98.1,85.6,76.0,81.1,76.2,79.9,71.3,16.6,14.2,0.0,92.8,1.5,99.8,834.0,929.0,89.77,89.69,87.34,91.48,16.0,395.0,4.05,4.18,3.06,5.65,40.0,404.0,9.9,12.79,9.77,16.31,0.98,1226.0
2840,4.5,99.9,75.5,89.5,91.2,91.8,83.1,95.0,10.2,14.0,0.0,91.8,1.2,97.5,884.0,1172.0,75.43,84.26,81.4,86.74,20.0,543.0,3.68,3.78,2.86,4.98,53.0,664.0,7.98,7.54,5.91,9.64,0.94,1765.0
2841,4.0,99.9,87.6,90.4,91.6,87.2,85.8,87.5,16.0,19.7,0.0,99.8,1.2,97.3,578.0,767.0,75.36,84.8,81.29,88.26,20.0,380.0,5.26,4.33,3.16,5.7,46.0,402.0,11.44,9.45,7.36,11.88,0.99,1211.0
2842,3.5,98.5,74.2,86.2,86.3,90.1,88.9,82.2,13.0,13.9,0.0,99.3,0.0,98.5,262.0,306.0,85.62,87.41,83.11,90.75,3.0,109.0,2.75,3.79,2.58,5.32,7.0,97.0,7.22,9.39,5.93,14.2,0.83,289.0
2843,3.5,95.6,69.1,86.7,86.1,88.8,86.6,81.1,12.8,13.6,0.2,97.5,0.2,99.4,688.0,869.0,79.17,84.66,81.72,87.61,18.0,454.0,3.96,4.07,3.0,5.41,31.0,418.0,7.42,7.53,5.48,9.67,0.94,1037.0
2844,4.0,98.9,86.5,90.0,89.3,92.3,86.9,85.7,13.7,7.4,0.4,98.1,0.4,97.8,669.0,951.0,70.35,80.62,76.86,83.79,25.0,496.0,5.04,4.11,3.06,5.45,27.0,368.0,7.34,6.77,4.86,9.08,0.99,1163.0
2845,4.0,96.1,84.7,88.6,88.3,91.9,88.8,84.3,10.7,9.6,0.0,99.6,0.2,99.3,720.0,995.0,72.36,82.54,79.48,85.78,18.0,545.0,3.3,3.5,2.63,4.51,37.0,418.0,8.85,7.65,5.88,9.78,0.94,1085.0
2846,4.0,99.8,88.7,81.2,86.3,87.3,96.8,87.4,14.6,9.1,0.0,99.7,1.4,99.8,776.0,914.0,84.9,90.17,87.13,92.54,11.0,274.0,4.01,3.94,2.69,5.64,39.0,490.0,7.96,8.67,6.64,11.18,0.91,1128.0
2847,3.5,98.7,81.0,86.8,86.1,87.2,87.6,82.0,15.0,18.7,0.2,95.7,0.1,99.6,475.0,649.0,73.19,80.1,76.59,83.2,5.0,324.0,1.54,3.18,2.36,4.42,34.0,314.0,10.83,9.36,7.06,11.71,1.02,819.0
2848,3.0,95.3,78.4,83.4,82.7,83.6,73.2,70.8,13.8,21.5,0.0,89.1,0.8,100.0,145.0,181.0,80.11,89.51,82.54,95.36,3.0,113.0,2.65,3.62,2.53,5.05,10.0,84.0,11.9,9.61,6.13,14.45,1.1,224.0
2849,3.5,96.7,78.0,88.0,87.1,92.8,94.4,83.6,19.5,11.6,0.6,99.8,0.5,99.8,259.0,333.0,77.78,86.22,81.39,90.69,16.0,232.0,6.9,4.57,3.33,6.31,25.0,197.0,12.69,10.31,7.43,13.42,0.95,391.0
2850,4.5,99.9,80.3,94.3,90.5,92.5,86.3,93.8,13.3,16.3,0.2,89.2,1.8,98.8,571.0,727.0,78.54,87.81,84.2,90.98,7.0,260.0,2.69,3.57,2.5,5.02,25.0,362.0,6.91,6.75,5.02,9.42,0.91,1030.0
2851,2.5,86.3,79.9,79.7,85.4,78.9,71.0,90.5,18.5,9.0,0.6,97.9,1.0,97.7,141.0,216.0,65.28,74.09,66.94,81.05,3.0,50.0,6.0,3.98,2.73,5.7,22.0,125.0,17.6,12.71,9.23,17.15,1.22,307.0
2852,2.5,97.6,70.5,75.9,75.1,74.9,81.7,70.3,12.2,11.1,0.4,99.1,0.3,99.8,330.0,394.0,83.76,86.68,82.91,89.86,8.0,189.0,4.23,4.05,2.67,5.57,12.0,202.0,5.94,7.53,5.13,10.92,0.96,491.0
2853,4.0,98.3,79.5,87.8,87.5,89.7,90.9,83.4,12.2,3.6,0.2,98.0,0.7,100.0,295.0,375.0,78.67,85.2,80.38,89.4,8.0,257.0,3.11,3.74,2.63,5.21,17.0,158.0,10.76,9.48,6.74,13.4,0.96,516.0
2854,4.5,99.8,86.9,92.6,90.7,93.6,88.9,86.2,13.3,11.7,0.0,98.4,1.6,99.2,247.0,322.0,76.71,84.16,79.28,88.85,2.0,105.0,1.9,3.57,2.45,5.04,17.0,196.0,8.67,8.56,5.8,12.26,0.93,523.0
2855,3.5,96.6,69.0,81.5,83.1,91.2,90.9,84.3,18.8,12.0,0.6,96.8,0.0,100.0,303.0,421.0,71.97,78.34,74.01,82.45,14.0,320.0,4.38,4.05,2.93,5.77,18.0,196.0,9.18,8.89,6.21,12.34,0.93,435.0
2856,4.0,99.3,91.1,88.2,90.8,94.6,89.9,87.0,16.1,11.1,0.1,99.5,0.8,100.0,461.0,567.0,81.31,90.72,87.0,93.98,12.0,269.0,4.46,3.97,2.88,5.44,24.0,275.0,8.73,8.57,6.14,11.62,0.99,649.0
2857,3.5,99.8,82.9,81.2,79.1,80.3,84.5,88.9,8.9,15.3,0.3,98.1,0.8,100.0,407.0,538.0,75.65,87.88,83.48,92.06,7.0,250.0,2.8,3.43,2.44,4.79,22.0,255.0,8.63,7.15,5.22,9.48,0.88,828.0
2858,3.5,97.3,70.6,74.3,91.1,84.4,88.9,84.9,11.3,8.7,0.0,89.1,0.0,100.0,152.0,181.0,83.98,84.45,78.62,89.15,3.0,74.0,4.05,4.1,2.72,6.03,3.0,75.0,4.0,8.08,4.79,13.31,1.01,207.0
2859,3.5,98.8,79.8,82.2,85.1,84.4,88.5,81.7,12.1,15.3,0.4,98.1,1.7,98.0,278.0,374.0,74.33,75.37,71.22,79.43,7.0,203.0,3.45,4.01,2.86,5.65,14.0,208.0,6.73,8.79,5.87,13.12,0.97,919.0
2860,3.0,95.7,82.1,85.3,82.6,87.2,88.1,70.6,13.4,10.3,0.4,98.4,1.1,98.5,592.0,674.0,87.83,87.22,84.46,89.33,12.0,420.0,2.86,3.83,2.67,5.26,41.0,378.0,10.85,13.35,10.38,17.36,0.95,795.0
2861,5.0,100.0,95.0,98.1,99.4,100.0,94.3,98.0,16.3,7.8,0.0,100.0,0.5,100.0,175.0,218.0,80.28,86.67,80.61,91.75,6.790304810870364,18.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,20.0,122.0,16.39,14.19,9.9,19.84,0.98,301.0
2862,4.0,99.6,86.8,87.1,87.7,92.3,80.5,95.6,12.4,12.3,0.5,99.1,2.3,99.7,516.0,591.0,87.31,92.15,89.16,94.98,5.0,181.0,2.76,3.63,2.47,5.24,22.0,322.0,6.83,7.98,5.68,10.72,0.84,887.0
2863,3.5,98.8,62.7,83.8,87.0,82.7,89.3,78.1,17.4,14.2,0.0,95.3,1.5,99.9,459.0,583.0,78.73,83.07,80.09,86.22,17.0,283.0,6.01,4.64,3.32,6.27,14.0,267.0,5.24,7.01,4.75,10.66,1.02,783.0
2864,4.5,99.7,74.7,88.7,89.2,92.3,93.9,88.5,14.0,13.8,0.0,99.3,1.0,99.0,470.0,569.0,82.6,91.26,87.65,94.05,10.0,366.0,2.73,3.3,2.42,4.65,22.0,276.0,7.97,7.56,5.4,10.1,0.92,729.0
2865,3.5,99.3,77.5,83.2,84.7,83.5,84.7,83.9,18.2,19.8,0.7,98.6,0.5,99.6,194.0,238.0,81.51,86.38,81.06,91.14,4.0,118.0,3.39,3.93,2.68,5.73,11.0,102.0,10.78,10.93,7.03,16.14,0.87,297.0
2866,4.0,99.4,78.2,83.0,84.9,89.8,86.8,94.7,8.9,16.2,0.3,84.2,1.2,98.2,224.0,277.0,80.87,89.83,84.02,94.23,3.0,107.0,2.8,3.73,2.62,5.39,10.0,146.0,6.85,7.68,5.01,11.28,0.92,460.0
2867,4.5,94.1,85.0,92.7,91.1,100.0,93.7,96.8,10.3,15.5,0.3,98.3,0.9,99.8,508.0,612.0,83.01,90.13,86.74,93.2,16.0,397.0,4.03,3.89,2.79,5.37,23.0,265.0,8.68,8.53,6.04,11.75,0.97,815.0
2868,4.0,99.6,63.4,82.4,86.1,88.2,89.8,79.2,10.5,13.1,0.0,93.6,0.7,100.0,523.0,619.0,84.49,89.59,86.54,92.21,9.0,375.0,2.4,3.49,2.5,4.67,12.0,256.0,4.69,6.52,4.27,9.41,0.93,759.0
2869,2.0,98.7,76.0,65.2,73.8,72.0,61.5,59.7,13.0,15.5,1.0,98.0,2.9,97.7,193.0,268.0,72.01,77.45,71.61,82.67,5.0,123.0,4.07,3.81,2.66,5.26,17.0,175.0,9.71,10.1,7.22,14.26,0.94,887.0
2870,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,1.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,7.0
2871,4.0,98.9,91.3,85.9,87.0,89.4,95.0,89.0,16.4,11.3,0.2,99.6,0.8,100.0,465.0,527.0,88.24,93.49,90.46,96.1,7.0,323.0,2.17,3.38,2.42,4.61,13.0,217.0,5.99,7.61,5.3,11.62,0.79,583.0
2872,3.0,97.4,70.0,80.2,86.4,85.7,87.2,83.0,15.7,10.5,0.2,94.8,0.5,99.5,628.0,818.0,76.77,83.16,80.29,86.14,19.0,506.0,3.75,3.74,2.77,5.07,43.0,434.0,9.91,9.28,7.24,11.77,0.98,930.0
2873,1.5,89.9,72.3,66.1,73.0,68.6,58.6,61.1,18.8,7.2,0.5,93.2,0.3,99.9,287.0,423.0,67.85,77.46,72.7,82.01,7.0,129.0,5.43,3.99,2.79,5.61,37.0,247.0,14.98,12.41,9.47,15.8,1.0,614.0
2874,3.5,99.6,81.7,86.0,87.7,89.9,88.6,82.2,16.3,15.6,0.0,97.8,0.0,100.0,155.0,184.0,84.24,87.6,82.13,92.18,0.0,74.0,0.0,3.53,2.36,4.98,9.0,96.0,9.38,9.88,6.23,15.16,0.97,248.0
2875,3.0,97.9,67.4,77.5,81.7,84.6,89.3,74.7,15.5,17.5,0.6,95.0,0.8,97.5,412.0,534.0,77.15,81.43,77.57,85.23,6.0,246.0,2.44,3.54,2.51,4.83,13.0,231.0,5.63,7.23,4.67,10.3,0.92,607.0
2876,4.5,99.8,89.1,87.0,91.9,92.3,97.0,87.8,10.1,12.2,0.0,99.7,0.5,100.0,286.0,352.0,81.25,90.2,85.61,94.67,12.0,238.0,5.04,4.05,2.85,5.48,14.0,126.0,11.11,9.72,6.72,13.5,0.86,534.0
2877,3.5,94.1,85.6,82.1,90.0,89.0,88.8,77.2,14.3,10.4,0.7,98.7,0.4,99.8,199.0,263.0,75.67,84.41,79.06,89.45,4.0,122.0,3.28,3.74,2.6,5.31,12.0,117.0,10.26,9.2,6.15,13.4,0.94,470.0
2878,3.5,97.7,84.0,86.4,85.7,86.2,93.0,83.0,13.6,18.0,0.5,100.0,0.3,100.0,131.0,172.0,76.16,87.13,80.17,93.41,0.0,76.0,0.0,3.4,2.47,4.74,10.0,89.0,11.24,9.38,6.3,13.56,1.01,223.0
2879,3.0,93.6,58.4,77.5,78.8,80.8,85.6,76.9,12.5,18.6,0.4,99.5,0.2,99.8,313.0,363.0,86.23,90.02,85.74,93.39,8.0,272.0,2.94,3.68,2.68,5.07,6.0,172.0,3.49,5.9,4.05,9.55,0.87,374.0
2880,4.0,99.9,92.0,86.2,85.1,87.0,80.4,96.7,10.0,12.3,0.4,97.8,1.8,99.9,223.0,271.0,82.29,90.02,84.93,94.84,4.0,143.0,2.8,3.75,2.59,5.26,13.0,150.0,8.67,9.0,5.84,13.31,0.93,417.0
2881,3.5,100.0,89.6,79.5,81.5,86.7,72.1,91.0,14.1,9.9,0.0,99.6,0.1,99.7,485.0,601.0,80.7,86.56,83.22,89.69,13.0,173.0,7.51,4.44,3.16,6.11,23.0,287.0,8.01,8.61,6.03,11.71,1.01,741.0
2882,3.0,92.0,90.5,84.0,87.1,84.2,85.9,80.3,15.1,1.8,0.4,90.6,0.7,98.6,212.0,264.0,80.3,91.82,86.41,97.04,8.0,121.0,6.61,4.36,3.04,6.21,19.0,164.0,11.59,9.76,7.08,13.22,0.96,345.0
2883,3.0,97.4,75.9,79.7,82.4,81.5,85.5,80.2,15.4,5.9,0.2,97.4,0.5,99.6,346.0,413.0,83.78,87.71,83.98,91.14,6.0,129.0,4.65,4.01,2.88,5.47,17.0,191.0,8.9,9.8,6.73,13.67,0.92,481.0
2884,4.0,96.8,81.6,87.7,90.4,86.2,86.3,84.0,12.7,11.7,0.2,99.8,0.2,99.7,425.0,524.0,81.11,92.5,89.11,95.95,6.0,274.0,2.19,3.27,2.38,4.69,16.0,254.0,6.3,5.94,4.22,8.47,1.02,784.0
2885,5.0,99.8,73.4,90.5,94.5,97.2,90.4,100.0,14.9,10.4,0.4,98.3,0.8,99.5,381.0,459.0,83.01,94.63,90.71,98.54,15.0,236.0,6.36,4.43,3.29,6.1,23.0,218.0,10.55,9.04,6.25,12.13,0.98,570.0
2886,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,6.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,3.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,3.0
2887,4.0,96.6,71.5,98.7,82.1,92.4,98.5,87.2,12.2,7.6,0.6,99.9,0.4,100.0,537.0,643.0,83.51,88.12,84.87,91.29,7.0,99.0,7.07,4.12,2.89,6.18,18.0,313.0,5.75,7.24,5.32,9.96,0.95,712.0
2888,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
2889,3.5,97.8,81.2,85.4,83.4,92.9,88.7,86.7,16.0,11.8,0.4,96.7,0.0,100.0,494.0,535.0,92.34,88.04,85.71,90.0,2.0,96.0,2.08,3.86,2.63,5.39,5.0,190.0,2.63,6.99,4.3,10.99,0.76,492.0
2890,2.5,95.9,69.6,72.8,73.2,76.3,79.2,69.6,7.1,19.4,0.0,91.1,1.5,97.3,235.0,292.0,80.48,86.73,80.75,90.77,2.0,130.0,1.54,3.54,2.48,5.03,13.0,126.0,10.32,10.25,6.53,15.34,1.07,616.0
2891,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,16.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,7.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.82,28.0
2892,2.0,95.5,96.8,71.8,74.3,64.9,69.4,68.2,13.655686274509806,11.769379084967321,0.0,85.3,0.0,98.5,298.3913561847988,18.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,7.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,4.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,15.0
2893,4.0,96.5,64.0,92.0,86.2,94.3,81.4,87.9,12.9,16.0,0.0,100.0,1.4,100.0,88.0,106.0,83.02,82.64,74.79,87.87,0.0,56.0,0.0,3.63,2.43,5.23,1.0,72.0,1.39,7.29,4.12,12.85,1.21,166.0
2894,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
2895,2.0,92.0,80.3,76.4,79.6,80.8,76.5,67.8,20.9,9.4,0.9,98.4,0.9,100.0,367.0,436.0,84.17,90.7,87.16,94.15,6.0,168.0,3.57,3.78,2.64,5.53,20.0,214.0,9.35,9.68,6.98,13.21,0.9,447.0
2896,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,16.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,5.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,4.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.69,41.0
2897,3.0,98.6,61.4,78.1,84.3,87.1,86.8,81.0,16.6,7.1,0.6,100.0,0.3,99.7,266.0,313.0,84.98,84.99,81.42,88.53,2.0,123.0,1.63,3.81,2.72,5.52,11.0,159.0,6.92,9.92,6.69,14.73,0.96,355.0
2898,3.5,92.0,85.0,92.0,92.8,78.3,88.8,81.44385639121015,13.655686274509806,11.769379084967321,0.0,88.0,0.0,100.0,47.0,57.0,82.46,83.73,73.66,91.42,6.790304810870364,6.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,19.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.77,58.0
2899,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,4.0
2900,3.5,95.7,97.7,84.7,90.4,93.2,87.3,90.8,18.9,9.9,0.0,99.1,1.2,100.0,160.0,213.0,75.12,82.5,75.76,88.56,1.0,46.0,2.17,3.79,2.7,5.33,17.0,122.0,13.93,11.82,8.21,16.74,1.02,362.0
2901,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
2902,4.0,100.0,92.8,87.4,89.3,86.4,86.9,90.5,13.0,8.1,0.6,98.9,0.7,100.0,417.0,542.0,76.94,86.77,82.06,90.32,8.0,110.0,7.27,4.26,3.0,6.23,29.0,276.0,10.51,9.93,7.52,13.03,0.95,973.0
2903,4.0,94.4,95.7,88.4,100.0,94.2,92.7,74.7,10.5,10.1,0.0,97.4,0.0,100.0,388.0,429.0,90.44,90.79,87.71,92.98,1.0,27.0,3.7,3.81,2.57,5.41,4.0,163.0,2.45,6.58,3.66,11.11,0.82,454.0
2904,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,1.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,1.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
2905,3.0,91.4,73.9,80.4,83.7,90.1,84.8,85.0,15.5,9.5,0.0,96.6,0.0,100.0,223.0,251.0,88.84,83.47,79.94,86.47,1.0,20.0,5.0,3.97,2.71,5.47,1.0,115.0,0.87,7.31,3.91,12.62,0.87,247.0
2906,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,13.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,8.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,14.0
2907,5.0,100.0,77.5,100.0,92.9,100.0,85.55988805970148,100.0,17.0,11.3,0.0,99.0,0.0,100.0,167.0,170.0,98.24,91.16,88.0,92.82,6.790304810870364,7.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,2.0,83.0,2.41,8.33,4.56,15.53,0.82,170.0
2908,3.0,96.6,90.2,68.4,78.2,85.5,76.4,100.0,15.8,11.7,0.2,98.3,1.1,98.9,577.0,765.0,75.42,83.0,79.63,86.22,8.0,249.0,3.21,3.74,2.73,5.12,40.0,489.0,8.18,8.47,6.63,10.76,0.97,1337.0
